{0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0},
{2,0,0,0,0,0,0,0,0},
{3,0,0,0,0,0,0,0,0},
{3,0,0,0,0,0,0,0,0},
{3,0,0,0,0,0,0,0,0},
{3,4,0,0,0,0,0,0,0},
{4,4,0,0,0,0,0,0,0},
{4,6,0,0,0,0,0,0,0},
{4,5,0,0,0,0,0,0,0},
{4,7,0,0,0,0,0,0,0},
{4,7,0,0,0,0,0,0,0},
{5,7,0,0,0,0,0,0,0},
{5,7,0,0,0,0,0,0,0},
{6,7,10,0,0,0,0,0,0},
{5,7,10,0,0,0,0,0,0},
{6,9,8,0,0,0,0,0,0},
{5,9,9,0,0,0,0,0,0},
{6,10,12,0,0,0,0,0,0},
{6,9,10,0,0,0,0,0,0},
{6,9,8,0,0,0,0,0,0},
{6,10,9,0,0,0,0,0,0},
{7,11,11,0,0,0,0,0,0},
{7,11,11,0,0,0,0,0,0},
{6,11,12,0,0,0,0,0,0},
{7,12,13,0,0,0,0,0,0},
{7,11,14,0,0,0,0,0,0},
{7,14,15,0,0,0,0,0,0},
{7,11,15,0,0,0,0,0,0},
{7,11,15,0,0,0,0,0,0},
{7,13,15,16,0,0,0,0,0},
{8,12,15,18,0,0,0,0,0},
{7,12,17,16,0,0,0,0,0},
{8,11,15,18,0,0,0,0,0},
{8,14,15,17,0,0,0,0,0},
{8,13,20,19,0,0,0,0,0},
{8,14,17,23,0,0,0,0,0},
{8,15,15,22,0,0,0,0,0},
{9,16,18,18,0,0,0,0,0},
{8,17,21,16,0,0,0,0,0},
{9,16,22,24,0,0,0,0,0},
{8,16,19,19,0,0,0,0,0},
{9,16,17,17,0,0,0,0,0},
{9,16,21,19,0,0,0,0,0},
{10,16,19,16,0,0,0,0,0},
{9,16,19,22,0,0,0,0,0},
{9,19,21,21,0,0,0,0,0},
{9,16,22,19,0,0,0,0,0},
{9,16,23,23,0,0,0,0,0},
{9,17,22,22,0,0,0,0,0},
{10,22,23,22,0,0,0,0,0},
{9,16,24,27,0,0,0,0,0},
{10,17,25,24,0,0,0,0,0},
{11,17,26,26,0,0,0,0,0},
{11,17,27,26,0,0,0,0,0},
{10,19,26,27,0,0,0,0,0},
{10,20,26,28,0,0,0,0,0},
{10,20,26,29,0,0,0,0,0},
{10,20,28,30,0,0,0,0,0},
{11,22,27,31,0,0,0,0,0},
{10,22,26,31,0,0,0,0,0},
{10,22,28,31,0,0,0,0,0},
{10,22,26,31,32,0,0,0,0},
{11,23,27,32,35,0,0,0,0},
{11,23,27,33,35,0,0,0,0},
{11,22,31,33,32,0,0,0,0},
{11,22,26,36,36,0,0,0,0},
{11,22,27,33,33,0,0,0,0},
{11,22,33,33,37,0,0,0,0},
{11,25,29,31,35,0,0,0,0},
{12,27,31,39,35,0,0,0,0},
{11,22,29,34,34,0,0,0,0},
{11,23,28,31,35,0,0,0,0},
{12,22,30,32,32,0,0,0,0},
{11,26,26,33,36,0,0,0,0},
{12,22,35,35,35,0,0,0,0},
{12,24,29,31,33,0,0,0,0},
{12,25,29,31,35,0,0,0,0},
{13,24,30,35,35,0,0,0,0},
{12,24,30,33,38,0,0,0,0},
{12,23,28,36,36,0,0,0,0},
{12,24,28,36,36,0,0,0,0},
{13,26,34,39,39,0,0,0,0},
{12,26,37,33,49,0,0,0,0},
{12,26,39,33,33,0,0,0,0},
{12,26,32,36,42,0,0,0,0},
{13,27,38,41,44,0,0,0,0},
{13,28,39,39,33,0,0,0,0},
{13,28,40,33,35,0,0,0,0},
{13,29,41,41,35,0,0,0,0},
{13,30,37,38,35,0,0,0,0},
{14,29,38,35,38,0,0,0,0},
{13,29,41,44,38,0,0,0,0},
{14,29,41,40,40,0,0,0,0},
{13,32,41,43,41,0,0,0,0},
{13,31,42,40,38,0,0,0,0},
{14,29,43,41,40,0,0,0,0},
{14,29,43,39,39,0,0,0,0},
{13,34,42,52,55,0,0,0,0},
{13,30,43,43,40,0,0,0,0},
{14,30,43,43,49,0,0,0,0},
{13,31,44,43,46,0,0,0,0},
{14,29,43,51,51,0,0,0,0},
{14,31,44,46,50,0,0,0,0},
{15,33,44,47,52,0,0,0,0},
{14,30,42,46,46,0,0,0,0},
{14,29,50,50,46,0,0,0,0},
{14,29,43,52,55,0,0,0,0},
{14,31,44,51,51,0,0,0,0},
{15,31,44,51,49,0,0,0,0},
{14,30,42,54,60,0,0,0,0},
{15,29,44,52,52,0,0,0,0},
{14,31,43,57,52,0,0,0,0},
{14,35,43,57,60,0,0,0,0},
{14,32,43,57,57,0,0,0,0},
{15,29,45,56,55,0,0,0,0},
{14,30,44,57,57,0,0,0,0},
{15,31,47,57,57,0,0,0,0},
{15,30,54,58,58,0,0,0,0},
{15,31,42,57,59,0,0,0,0},
{15,32,56,58,60,0,0,0,0},
{15,35,44,57,61,0,0,0,0},
{15,34,46,58,62,0,0,0,0},
{16,37,52,61,63,0,0,0,0},
{15,37,47,62,63,0,0,0,0},
{15,36,48,59,63,0,0,0,0},
{15,37,43,59,66,64,0,0,0},
{16,37,44,60,63,64,0,0,0},
{15,37,44,58,64,67,0,0,0},
{15,37,47,61,66,65,0,0,0},
{15,37,43,58,64,68,0,0,0},
{15,37,45,61,68,67,0,0,0},
{16,37,43,62,66,70,0,0,0},
{16,37,44,58,63,68,0,0,0},
{16,37,50,60,66,67,0,0,0},
{16,41,46,65,66,64,0,0,0},
{16,38,47,72,68,68,0,0,0},
{16,43,48,67,67,68,0,0,0},
{16,42,61,67,66,66,0,0,0},
{16,43,50,57,66,65,0,0,0},
{16,37,57,73,70,70,0,0,0},
{16,43,47,59,66,67,0,0,0},
{16,37,50,58,66,66,0,0,0},
{17,37,50,81,63,70,0,0,0},
{17,38,54,58,70,70,0,0,0},
{16,37,52,58,75,64,0,0,0},
{16,37,53,68,68,70,0,0,0},
{17,37,54,67,66,64,0,0,0},
{16,37,59,62,75,65,0,0,0},
{17,37,56,62,70,70,0,0,0},
{17,37,56,68,66,66,0,0,0},
{17,37,63,59,66,67,0,0,0},
{18,37,59,57,66,85,0,0,0},
{17,38,60,58,67,67,0,0,0},
{18,37,60,67,74,74,0,0,0},
{17,40,62,57,66,67,0,0,0},
{18,37,63,58,68,73,0,0,0},
{17,41,63,65,71,70,0,0,0},
{17,42,64,74,66,66,0,0,0},
{18,37,64,65,68,74,0,0,0},
{17,37,64,68,74,93,0,0,0},
{18,38,64,74,75,72,0,0,0},
{18,42,65,60,79,68,0,0,0},
{17,40,67,67,74,74,0,0,0},
{17,40,64,66,66,66,0,0,0},
{17,41,64,60,71,71,0,0,0},
{17,43,67,62,98,68,0,0,0},
{18,43,71,61,75,67,0,0,0},
{18,44,65,68,66,68,0,0,0},
{18,45,66,67,66,90,0,0,0},
{19,44,65,65,67,65,0,0,0},
{18,45,68,67,90,85,0,0,0},
{18,46,66,80,66,80,0,0,0},
{18,46,64,59,70,66,0,0,0},
{18,46,68,63,68,67,0,0,0},
{19,46,68,68,68,68,0,0,0},
{18,46,65,65,66,73,0,0,0},
{18,46,68,75,75,67,0,0,0},
{18,46,66,66,66,72,0,0,0},
{18,46,64,77,79,70,0,0,0},
{19,48,66,66,66,71,0,0,0},
{18,46,64,79,90,72,0,0,0},
{19,46,64,72,82,90,0,0,0},
{18,47,64,81,70,75,0,0,0},
{19,46,64,73,70,76,0,0,0},
{18,46,67,71,75,74,0,0,0},
{19,46,68,84,84,70,0,0,0},
{19,46,66,93,79,114,0,0,0},
{19,47,64,72,85,96,0,0,0},
{19,48,74,75,74,81,0,0,0},
{19,46,64,77,76,83,0,0,0},
{19,46,64,77,77,71,0,0,0},
{19,51,66,80,99,86,0,0,0},
{19,52,64,79,91,86,0,0,0},
{19,54,73,80,80,87,0,0,0},
{20,54,66,81,82,87,0,0,0},
{19,47,65,86,82,84,0,0,0},
{19,47,82,81,81,81,0,0,0},
{19,46,72,86,79,85,0,0,0},
{19,47,66,85,85,92,0,0,0},
{19,48,67,87,90,81,0,0,0},
{19,46,64,87,85,85,0,0,0},
{19,46,79,86,90,86,0,0,0},
{19,46,64,90,89,95,0,0,0},
{19,46,64,91,106,88,0,0,0},
{20,51,64,91,102,86,0,0,0},
{19,51,66,90,90,90,0,0,0},
{20,46,68,93,96,100,0,0,0},
{20,46,72,94,92,92,0,0,0},
{20,46,89,93,99,102,0,0,0},
{20,48,66,97,96,102,0,0,0},
{20,46,68,98,100,103,0,0,0},
{20,50,64,99,99,102,0,0,0},
{20,50,64,97,99,106,0,0,0},
{20,47,65,99,100,107,0,0,0},
{20,47,73,99,103,107,0,0,0},
{21,47,66,100,96,116,0,0,0},
{20,47,66,99,108,108,0,0,0},
{20,52,89,100,104,111,0,0,0},
{21,50,68,99,106,103,0,0,0},
{21,54,76,100,102,102,0,0,0},
{20,52,73,99,110,115,0,0,0},
{20,53,69,100,102,113,0,0,0},
{20,54,75,100,110,113,0,0,0},
{20,52,85,100,110,115,0,0,0},
{20,56,69,99,112,107,0,0,0},
{21,56,87,100,104,104,0,0,0},
{20,55,78,99,117,108,0,0,0},
{21,56,79,100,114,118,0,0,0},
{21,56,80,103,106,105,0,0,0},
{21,56,81,99,114,114,0,0,0},
{21,56,76,99,117,114,0,0,0},
{22,56,75,100,110,108,0,0,0},
{21,56,77,103,114,111,0,0,0},
{21,56,78,100,118,118,0,0,0},
{22,57,79,100,116,116,0,0,0},
{21,58,79,103,114,112,0,0,0},
{21,57,88,99,114,113,0,0,0},
{22,56,85,100,117,114,0,0,0},
{21,57,87,100,116,116,0,0,0},
{21,60,81,100,117,117,0,0,0},
{21,56,85,100,118,118,0,0,0},
{22,57,85,99,119,118,0,0,0},
{21,56,85,100,120,122,0,0,0},
{21,56,88,113,120,123,0,0,0},
{21,56,87,100,121,121,0,0,0},
{21,56,87,100,120,122,0,0,0},
{21,56,88,99,120,123,0,0,0},
{22,56,92,99,124,124,0,0,0},
{22,56,91,100,120,125,0,0,0},
{22,57,91,100,120,126,0,0,0},
{22,56,92,100,120,127,0,0,0},
{22,60,93,116,120,127,0,0,0},
{22,57,93,101,121,127,0,0,0},
{22,61,93,101,120,128,128,0,0},
{22,56,93,108,123,127,128,0,0},
{22,56,94,102,120,127,128,0,0},
{22,62,94,111,128,133,128,0,0},
{22,60,93,110,121,127,130,0,0},
{22,56,93,99,120,128,128,0,0},
{22,57,93,122,120,130,135,0,0},
{22,56,94,133,124,127,128,0,0},
{22,57,102,100,126,128,132,0,0},
{22,60,101,125,127,127,128,0,0},
{22,57,93,100,126,133,140,0,0},
{22,58,105,122,134,133,128,0,0},
{22,61,99,99,130,135,128,0,0},
{22,62,93,105,120,130,128,0,0},
{22,65,93,107,120,128,128,0,0},
{22,56,94,99,121,130,128,0,0},
{22,57,94,101,141,127,129,0,0},
{23,56,94,100,120,134,131,0,0},
{23,57,100,118,126,127,130,0,0},
{23,61,95,101,120,142,132,0,0},
{23,56,97,102,122,130,128,0,0},
{23,56,100,100,123,129,128,0,0},
{23,56,93,119,127,136,141,0,0},
{23,56,93,102,127,131,128,0,0},
{23,65,93,103,127,136,144,0,0},
{23,58,108,99,120,130,144,0,0},
{23,59,95,103,127,131,132,0,0},
{23,66,94,100,120,135,131,0,0},
{23,56,93,100,121,127,128,0,0},
{24,61,94,99,121,127,128,0,0},
